id,FullAskText, аЮАВХМЯЭЙХИ нКЕЙЯЮМДП бЮЯХКЭНБХВ, аЕМЙЕМДНПТ цЕММЮДЁИ дЮМХКНБХВ, аНИЙН юМДПЁИ юМЮРНКЁИНБХВ, бЮЯХКЭЪМНБ дЛХРПН яЕПЦЁИНБХВ, цЮБПХКЧЙ бЮЯХКЭ бЮЯХКЭНБХВ, цЮЛЮКЁИ юМДПЁИ бЪВЕЯКЮБНБХВ, цНПДЁИВСЙ бЮКЕПЁИ цПХЦНПНБХВ, цСПНЛЮ юМЮРНКЁИ яРЕОЮМНБХВ, цСПНЛЮ яРЕОЮМ юМЮРНКЁИНБХВ, дЧДМ╨Б юМДПЁИ лХУЮИКНБХВ, дЧДМ╨Б юПРЕЛ лХУЮИКНБХВ, фХКЭВСЙ нКЕЙЯЮМДП аНПХЯНБХВ, йЮВСПНБЯЭЙХИ юМЮРНКЁИ ╡БЮМНБХВ, йНАХКЭМХЙ бЮЯХКЭ бНКНДХЛХПНБХВ, йНМЧЬЕМЙН юМДПЁИ нКЕЙЯЮМДПНБХВ, йНЯРХМЧЙ бНКНДХЛХП бНКНДХЛХПНБХВ, йНЯРЧЙНБХВ дЛХРПН йЮПКНБХВ, лЮГЁИ нКЕМЮ лХЙНКЮ©БМЮ, лЮЯРХЙЮЬ юМДПЁИ ╡ЦНПНБХВ, лХЙСКЪЙ ╡БЮМ лХУЮИКНБХВ, мЮЦКЧЙ чКЁЪ бЁЙРНПЁБМЮ, мЕБЕМВЮМ цЕММЮДЁИ бНКНДХЛХПНБХВ, оКХБЮМЧЙ чПЁИ бЮЯХКЭНБХВ, оНЯЁРЙН лХУЮИКН бНКНДХЛХПНБХВ, пНГАЮЛ лХЙНКЮ мЧЯЕБХВ, яЮБВСЙ мЮРЮКЁЪ тЕДНПЁБМЮ, яЁЛЮЬЙЕБХВ лХУЮИКН ╙БЯРЮТЁИНБХВ, яКНАНДЪМ бЮКЕПЁИ юМЮРНКЁИНБХВ, яРЮПВЕМЙН яБЁРКЮМЮ бНКНДХЛХПЁБМЮ, рЙЮВ нКЕЦ бЮЯХКЭНБХВ, жБЁЦСМ аНПХЯ ъПНЯКЮБНБХВ, вХМВХЙ нКЕЙЯЮМДП яЕПЦЁИНБХВ, вХЯРЪЙНБ юМЮРНКЁИ ╙БЦЕМНБХВ, ьСУЮМНБ лХЙНКЮ лЮЙЮПНБХВ, ъПХМНБЯЭЙХИ чПЁИ кЕНМЁДНБХВ,result
160,гЕЛЕКЭМЁ ОХРЮММЪ.   ╧ 177, гю, опнрх, ме цнкнясбюб, гю, гю, гю, ме цнкнясбюб, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, српхлюбяъ, гю, гю, гю, гю, гю, гю, гю, гю, гю,п╡ьеммъ опхимърн
161,гЕЛЕКЭМЁ ОХРЮММЪ.   ╧ 148, гю, опнрх, ме цнкнясбюб, гю, ме цнкнясбюб, гю, гю, гю, ме цнкнясбюб, гю, гю, ме цнкнясбюб, гю, гю, гю,б╡дясрм╡и, опнрх, опнрх, ме цнкнясбюб, опнрх, гю, гю, гю, опнрх, гю, гю, гю, гю, гю, ме цнкнясбюб, гю,б╡дясрм╡и, гю, гю, опнрх,п╡ьеммъ опхимърн
162,гЕЛЕКЭМЁ ОХРЮММЪ.   ╧ 149, ме цнкнясбюб, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, ме цнкнясбюб, ме цнкнясбюб, ме цнкнясбюб, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, српхлюбяъ, српхлюбяъ, ме цнкнясбюб, ме цнкнясбюб, српхлюбяъ, опнрх, српхлюбяъ, српхлюбяъ, гю, српхлюбяъ, српхлюбяъ, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, српхлюбяъ, српхлюбяъ, српхлюбяъ, ме цнкнясбюб, ме цнкнясбюб, српхлюбяъ, гю,б╡дясрм╡и, гю, ме цнкнясбюб, српхлюбяъ,п╡ьеммъ ме опхимърн
163,гЕЛЕКЭМЁ ОХРЮММЪ.   ╧ 150, ме цнкнясбюб, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, опнрх, ме цнкнясбюб, ме цнкнясбюб, ме цнкнясбюб, опнрх, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, српхлюбяъ, гю, српхлюбяъ, српхлюбяъ, српхлюбяъ, ме цнкнясбюб, гю, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, ме цнкнясбюб, ме цнкнясбюб, српхлюбяъ, српхлюбяъ, ме цнкнясбюб, гю, ме цнкнясбюб, српхлюбяъ,п╡ьеммъ ме опхимърн
164,гЕЛЕКЭМЁ ОХРЮММЪ.   ╧ 151, ме цнкнясбюб, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, опнрх, ме цнкнясбюб, ме цнкнясбюб, ме цнкнясбюб, ме цнкнясбюб, српхлюбяъ, српхлюбяъ, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, српхлюбяъ, гю, српхлюбяъ, српхлюбяъ, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, српхлюбяъ, српхлюбяъ, српхлюбяъ, ме цнкнясбюб, ме цнкнясбюб, српхлюбяъ, српхлюбяъ, опнрх, гю, ме цнкнясбюб, српхлюбяъ,п╡ьеммъ ме опхимърн
165,гЕЛЕКЭМЁ ОХРЮММЪ.   ╧ 152, ме цнкнясбюб, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, опнрх, ме цнкнясбюб, ме цнкнясбюб, ме цнкнясбюб, ме цнкнясбюб, српхлюбяъ, српхлюбяъ, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, српхлюбяъ, опнрх, српхлюбяъ, српхлюбяъ, гю, српхлюбяъ, српхлюбяъ, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, српхлюбяъ, српхлюбяъ, српхлюбяъ, ме цнкнясбюб, ме цнкнясбюб, српхлюбяъ, српхлюбяъ, опнрх, гю, ме цнкнясбюб, српхлюбяъ,п╡ьеммъ ме опхимърн
166,гЕЛЕКЭМЁ ОХРЮММЪ.   ╧ 153, ме цнкнясбюб, гю, ме цнкнясбюб, гю, опнрх, гю, ме цнкнясбюб, ме цнкнясбюб, ме цнкнясбюб, ме цнкнясбюб, ме цнкнясбюб, гю, ме цнкнясбюб, гю, српхлюбяъ, опнрх, гю, ме цнкнясбюб, гю, гю, ме цнкнясбюб, ме цнкнясбюб, ме цнкнясбюб, гю, српхлюбяъ, српхлюбяъ, гю, гю, гю, гю, гю, опнрх, гю, гю, гю,п╡ьеммъ ме опхимърн
167,гЕЛЕКЭМЁ ОХРЮММЪ.   ╧ 154, гю, гю, ме цнкнясбюб, гю, српхлюбяъ, гю, ме цнкнясбюб, гю, гю, српхлюбяъ, гю, српхлюбяъ, гю, гю, гю, српхлюбяъ, гю, гю, гю, гю, српхлюбяъ, гю, гю, гю, српхлюбяъ, гю, српхлюбяъ, гю, гю, српхлюбяъ, гю, ме цнкнясбюб, српхлюбяъ, ме цнкнясбюб, гю,п╡ьеммъ опхимърн
168,гЕЛЕКЭМЁ ОХРЮММЪ.   ╧ 155, гю, гю, ме цнкнясбюб, гю, српхлюбяъ, гю, гю, гю, гю, српхлюбяъ, гю, српхлюбяъ, гю, гю, гю, ме цнкнясбюб, гю, гю, гю, гю, ме цнкнясбюб, гю, гю, гю, српхлюбяъ, гю, српхлюбяъ, гю, гю, српхлюбяъ, гю, ме цнкнясбюб, гю, гю, гю,п╡ьеммъ опхимърн
169,гЕЛЕКЭМЁ ОХРЮММЪ.   ╧ 156, ме цнкнясбюб, опнрх, ме цнкнясбюб, српхлюбяъ, српхлюбяъ, ме цнкнясбюб, ме цнкнясбюб, српхлюбяъ, опнрх, српхлюбяъ, опнрх, српхлюбяъ, ме цнкнясбюб, српхлюбяъ, српхлюбяъ, гю, опнрх, опнрх, ме цнкнясбюб, опнрх, српхлюбяъ, српхлюбяъ, гю, опнрх, српхлюбяъ, ме цнкнясбюб, гю, ме цнкнясбюб, ме цнкнясбюб, српхлюбяъ, српхлюбяъ, гю, српхлюбяъ, ме цнкнясбюб, опнрх,п╡ьеммъ ме опхимърн
170,гЕЛЕКЭМЁ ОХРЮММЪ.   ╧  157, гю, опнрх, ме цнкнясбюб, гю, српхлюбяъ, гю, ме цнкнясбюб, гю, гю, гю, гю, српхлюбяъ, гю, гю, гю, гю, опнрх, опнрх, гю, опнрх, гю, гю, гю, опнрх, гю,б╡дясрм╡и, гю, гю, гю, гю, гю, гю, гю, ме цнкнясбюб, опнрх,п╡ьеммъ опхимърн
171,"гЕЛЕКЭМЁ ОХРЮММЪ.   ╧ 158, 159", гю, гю, ме цнкнясбюб, гю, гю, гю, гю, гю, гю, гю, гю, ме цнкнясбюб, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, ме цнкнясбюб, гю, гю, гю, гю, гю,п╡ьеммъ опхимърн
172,гЕЛЕКЭМЁ ОХРЮММЪ.   ╧ 160, гю, гю, ме цнкнясбюб, гю, гю, гю, ме цнкнясбюб, гю, ме цнкнясбюб, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, ме цнкнясбюб, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, ме цнкнясбюб,п╡ьеммъ опхимърн
173,"гЕЛЕКЭМЁ ОХРЮММЪ.   ╧ 6, 7, 8, 10 ЁГ ДНДЮРЙНБХУ ОХРЮМЭ", гю, гю, ме цнкнясбюб, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, ме цнкнясбюб, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю,п╡ьеммъ опхимърн
174,пЁГМЕ.    оПЮЖЧБЮРХ АЕГ ОЕПЕПБХ, гю, гю, ме цнкнясбюб, гю, гю, гю, гю, гю, опнрх, гю, гю, гю, гю, гю, гю, гю, ме цнкнясбюб,б╡дясрм╡и, ме цнкнясбюб, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю, ме цнкнясбюб,п╡ьеммъ опхимърн
175,мЮДЮРХ ЯКНБН ЦПНЛЮДЪМХМС, ме цнкнясбюб, гю, ме цнкнясбюб, гю, ме цнкнясбюб, гю,б╡дясрм╡и, гю,б╡дясрм╡и, гю, гю, гю,б╡дясрм╡и, гю, гю, гю,б╡дясрм╡и,б╡дясрм╡и, гю, гю, гю, гю, гю,б╡дясрм╡и, гю, гю, гю, гю, гю, гю, гю, гю, гю, гю,б╡дясрм╡и,п╡ьеммъ опхимърн
