id,FullAskText, Бабчинський Олександр Васильович, Бенкендорф Геннадій Данилович, Бойко Андрій Анатолійович, Васильянов Дмитро Сергійович, Гаврилюк Василь Васильович, Гордійчук Валерій Григорович, Гурома Анатолій Степанович, Гурома Степан Анатолійович, Дюднєв Андрій Михайлович, Дюднєв Артем Михайлович, Жильчук Олександр Борисович, Качуровський Анатолій Іванович, Кобильник Василь Володимирович, Конюшенко Андрій Олександрович, Костинюк Володимир Володимирович, Костюкович Дмитро Карлович, Мазій Олена Миколаївна, Мастикаш Андрій Ігорович, Микуляк Іван Михайлович, Наглюк Юлія Вікторівна, Невенчан Геннадій Володимирович, Пливанюк Юрій Васильович, Посітко Михайло Володимирович, Розбам Микола Нюсевич, Савчук Наталія Федорівна, Сімашкевич Михайло Євстафійович, Слободян Валерій Анатолійович, Старченко Світлана Володимирівна, Ткач Олег Васильович, Ткачук Олександр Анатолійович, Цвігун Борис Ярославович, Чинчик Олександр Сергійович, Чистяков Анатолій Євгенович, Шуханов Микола Макарович, Яриновський Юрій Леонідович,result
103,"Про затвердження технічної документації із землеустрою щодо встановлення (відновлення) меж земельної ділянки в натурі (на місцевості) за адресою вулиця Вокзальна, 69а та передачу її у власність Боднару Л.З.
Про затвердження технічної документації із землеустрою щодо встановлення (відновлення) меж земельної ділянки в натурі (на місцевості) за адресою вулиця Вокзальна, 69а та передачу її у власність Ілюхіну А.О.
Про затвердження технічної документації із землеустрою щодо встановлення (відновлення) меж земельної ділянки в натурі (на місцевості) за адресою вулиця Вокзальна, 69а та передачу її у власність Вуєку Є.С.
Про затвердження технічної документації із землеустрою щодо встановлення (відновлення) меж земельної ділянки в натурі (на місцевості) за адресою вулиця Вокзальна, 69а та передачу її у власність Вуєк А.О.Про затвердження технічної документації із землеустрою щодо встановлення (відновлення) меж земельної ділянки в натурі (на місцевості) за адресою вулиця Вокзальна, 69а та передачу її у власність Боднару Л.З.
Про затвердження технічної документації із землеустрою щодо встановлення (відновлення) меж земельної ділянки в натурі (на місцевості) за адресою вулиця Вокзальна, 69а та передачу її у власність Ілюхіну А.О.
Про затвердження технічної документації із землеустрою щодо встановлення (відновлення) меж земельної ділянки в натурі (на місцевості) за адресою вулиця Вокзальна, 69а та передачу її у власність Вуєку Є.С.
Про затвердження технічної документації із землеустрою щодо встановлення (відновлення) меж земельної ділянки в натурі (на місцевості) за адресою вулиця Вокзальна, 69а та передачу її у власність Вуєк А.О.Про затвердження технічної документації із землеустрою щодо встановлення (відновлення) меж земельної ділянки в натурі (на місцевості) за адресою вулиця Вокзальна, 69а та передачу її у власність Боднару Л.З.
Про затвердження технічної документації із землеустрою щодо встановлення (відновлення) меж земельної ділянки в натурі (на місцевості) за адресою вулиця Вокзальна, 69а та передачу її у власність Ілюхіну А.О.
Про затвердження технічної документації із землеустрою щодо встановлення (відновлення) меж земельної ділянки в натурі (на місцевості) за адресою вулиця Вокзальна, 69а та передачу її у власність Вуєку Є.С.
Про затвердження технічної документації із землеустрою щодо встановлення (відновлення) меж земельної ділянки в натурі (на місцевості) за адресою вулиця Вокзальна, 69а та передачу її у власність Вуєк А.О.", ЗА, ЗА,ВІДСУТНІЙ, НЕ ГОЛОСУВАВ, ЗА, ЗА, ЗА,ВІДСУТНІЙ, ЗА, ЗА,ВІДСУТНІЙ, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, НЕ ГОЛОСУВАВ, ЗА,РІШЕННЯ ПРИЙНЯТО
104,Про надання згоди на відновлення меж земельної ділянки користувачем Подільському державному аграрно-технічному університету, ЗА, ЗА,ВІДСУТНІЙ, ЗА, ЗА, ЗА, ЗА,ВІДСУТНІЙ, ЗА, ЗА,ВІДСУТНІЙ, ЗА, ЗА, НЕ ГОЛОСУВАВ, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, НЕ ГОЛОСУВАВ, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, НЕ ГОЛОСУВАВ, ЗА,РІШЕННЯ ПРИЙНЯТО
105,"Про надання згоди на поділ земельної ділянки за адресою вулиця Крип'якевича, 3", ЗА, ЗА,ВІДСУТНІЙ, ЗА, ЗА, ЗА, ЗА,ВІДСУТНІЙ, ЗА, ЗА,ВІДСУТНІЙ, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, НЕ ГОЛОСУВАВ, ЗА,РІШЕННЯ ПРИЙНЯТО
106,"Про надання згоди на поділ земельної ділянки за адресою вулиця Привокзальна, 31""б", ЗА, УТРИМАВСЯ,ВІДСУТНІЙ, ЗА, ЗА, ЗА, ЗА,ВІДСУТНІЙ, ЗА, ЗА,ВІДСУТНІЙ, ЗА, ЗА, ЗА, ЗА, УТРИМАВСЯ, УТРИМАВСЯ, ЗА, ПРОТИ, ЗА, ЗА, ЗА, ПРОТИ, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ПРОТИ,РІШЕННЯ ПРИЙНЯТО
107,"Про надання згоди на поділ земельної ділянки за адресою вулиця Північна, 66", ЗА, ПРОТИ,ВІДСУТНІЙ, ЗА,ВІДСУТНІЙ, ЗА,ВІДСУТНІЙ,ВІДСУТНІЙ, ЗА, ЗА,ВІДСУТНІЙ, ЗА, ЗА, ЗА, ПРОТИ, ПРОТИ, УТРИМАВСЯ, ЗА, ПРОТИ, ЗА, ЗА, ЗА, ПРОТИ, УТРИМАВСЯ, ЗА, ЗА, ЗА, ЗА, УТРИМАВСЯ, УТРИМАВСЯ, ЗА, ПРОТИ, УТРИМАВСЯ, ЗА, УТРИМАВСЯ,РІШЕННЯ НЕ ПРИЙНЯТО
108,"Про надання згоди на поділ земельної ділянки за адресою вулиця Князів Коріатовичів, 25", ЗА, ЗА,ВІДСУТНІЙ, ЗА,ВІДСУТНІЙ, ЗА, НЕ ГОЛОСУВАВ,ВІДСУТНІЙ, ЗА, ЗА,ВІДСУТНІЙ, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, НЕ ГОЛОСУВАВ, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, НЕ ГОЛОСУВАВ, ЗА,РІШЕННЯ ПРИЙНЯТО
109,"повернення до 96 
Про надання згоди на поділ земельної ділянки за адресою вулиця Північна, 66повернення до 96 
Про надання згоди на поділ земельної ділянки за адресою вулиця Північна, 66повернення до 96 
Про надання згоди на поділ земельної ділянки за адресою вулиця Північна, 66", ЗА, ПРОТИ,ВІДСУТНІЙ, ЗА,ВІДСУТНІЙ, ЗА, ЗА,ВІДСУТНІЙ, ЗА, ЗА,ВІДСУТНІЙ, ЗА, ЗА, ЗА, ПРОТИ, ПРОТИ, ЗА, ЗА, ПРОТИ, ЗА, ЗА, ЗА, ПРОТИ, ЗА, ЗА, ЗА, ЗА, ЗА, УТРИМАВСЯ, УТРИМАВСЯ, ЗА, ПРОТИ, УТРИМАВСЯ, ЗА, ПРОТИ,РІШЕННЯ ПРИЙНЯТО
110,"Про надання згоди на поділ земельної ділянки за адресою вулиця Північна, 66 ", ЗА, ПРОТИ,ВІДСУТНІЙ, ЗА,ВІДСУТНІЙ, ЗА, ЗА,ВІДСУТНІЙ, ЗА, ЗА,ВІДСУТНІЙ, ЗА, ЗА, ЗА, ПРОТИ, ПРОТИ, УТРИМАВСЯ, ЗА, ПРОТИ, ЗА, ЗА, ЗА, ПРОТИ, УТРИМАВСЯ, ЗА, ЗА, ЗА, ЗА, УТРИМАВСЯ, УТРИМАВСЯ, ЗА, ПРОТИ, УТРИМАВСЯ, ЗА, ПРОТИ,РІШЕННЯ ПРИЙНЯТО
111,"Про надання згоди на поділ земельної ділянки площею 0,1000 га. за адресою вулиця Нігинське шосе, 48", ЗА, ЗА,ВІДСУТНІЙ, ЗА, НЕ ГОЛОСУВАВ, ЗА, НЕ ГОЛОСУВАВ,ВІДСУТНІЙ, ЗА, ЗА,ВІДСУТНІЙ, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, НЕ ГОЛОСУВАВ, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, НЕ ГОЛОСУВАВ, ЗА,РІШЕННЯ ПРИЙНЯТО
112,"Про надання згоди на поділ земельної ділянки за адресою вулиця Ценського, 1/2", ЗА, УТРИМАВСЯ,ВІДСУТНІЙ, ЗА, ЗА, ЗА, НЕ ГОЛОСУВАВ,ВІДСУТНІЙ, ЗА, ЗА,ВІДСУТНІЙ, ЗА, ЗА, ЗА, ЗА, УТРИМАВСЯ, УТРИМАВСЯ, ЗА, УТРИМАВСЯ, ЗА, ЗА, ЗА, УТРИМАВСЯ, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, НЕ ГОЛОСУВАВ, УТРИМАВСЯ,РІШЕННЯ ПРИЙНЯТО
113,"Про продаж земельної ділянки несільськогосподарського призначення за адресою вулиця Чехова, 53 Буяновському В.П.
Про продаж земельної ділянки несільськогосподарського призначення за адресою вулиця Князів Коріатовичів, 19 Бабелюку В.Ю.Про продаж земельної ділянки несільськогосподарського призначення за адресою вулиця Чехова, 53 Буяновському В.П.
Про продаж земельної ділянки несільськогосподарського призначення за адресою вулиця Князів Коріатовичів, 19 Бабелюку В.Ю.", ЗА, УТРИМАВСЯ,ВІДСУТНІЙ, ЗА, ЗА, ЗА, ЗА,ВІДСУТНІЙ, ЗА, ЗА,ВІДСУТНІЙ, ЗА, ЗА, ЗА, ЗА, УТРИМАВСЯ, УТРИМАВСЯ, ЗА, УТРИМАВСЯ, ЗА, НЕ ГОЛОСУВАВ, ЗА, УТРИМАВСЯ, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, НЕ ГОЛОСУВАВ, УТРИМАВСЯ,РІШЕННЯ ПРИЙНЯТО
114,"Про поновлення дії договору оренди землі, укладеного між Кам’янець-Подільською міською радою та Ващук М.П. і Ващуком В.С. за адресою проспект Грушевського, 23", ЗА, ЗА,ВІДСУТНІЙ, ЗА, ЗА, ЗА, ЗА,ВІДСУТНІЙ, ЗА, ЗА,ВІДСУТНІЙ, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, НЕ ГОЛОСУВАВ, ЗА,РІШЕННЯ ПРИЙНЯТО
115,"Про поновлення дії договору оренди землі, укладеного між Кам’янець-Подільською міською радою та ПАТ “Хмельницькобленерго” за адресою вулиця Івана Франка, 42", УТРИМАВСЯ, УТРИМАВСЯ,ВІДСУТНІЙ, ПРОТИ, НЕ ГОЛОСУВАВ, НЕ ГОЛОСУВАВ, УТРИМАВСЯ,ВІДСУТНІЙ, УТРИМАВСЯ, УТРИМАВСЯ,ВІДСУТНІЙ, НЕ ГОЛОСУВАВ, УТРИМАВСЯ, УТРИМАВСЯ, НЕ ГОЛОСУВАВ, УТРИМАВСЯ, УТРИМАВСЯ, НЕ ГОЛОСУВАВ, УТРИМАВСЯ, УТРИМАВСЯ, УТРИМАВСЯ, УТРИМАВСЯ, УТРИМАВСЯ, УТРИМАВСЯ, УТРИМАВСЯ, ПРОТИ, НЕ ГОЛОСУВАВ, НЕ ГОЛОСУВАВ, УТРИМАВСЯ, УТРИМАВСЯ, УТРИМАВСЯ, НЕ ГОЛОСУВАВ, УТРИМАВСЯ, НЕ ГОЛОСУВАВ, УТРИМАВСЯ,РІШЕННЯ НЕ ПРИЙНЯТО
116,"Про поновлення дії договору оренди землі, укладеного між Кам’янець-Подільською міською радою та ПАТ “Хмельницькобленерго” за адресою вулиця Івана Франка, 42", ЗА, ЗА,ВІДСУТНІЙ, ЗА, ЗА, НЕ ГОЛОСУВАВ, НЕ ГОЛОСУВАВ,ВІДСУТНІЙ, ЗА, ЗА,ВІДСУТНІЙ, ЗА, ЗА, НЕ ГОЛОСУВАВ, ЗА, ЗА, ЗА, НЕ ГОЛОСУВАВ, ЗА, ЗА, НЕ ГОЛОСУВАВ, ЗА, ЗА, УТРИМАВСЯ, ЗА, ЗА, НЕ ГОЛОСУВАВ, НЕ ГОЛОСУВАВ, ЗА, ЗА, ЗА, ЗА, ЗА, НЕ ГОЛОСУВАВ, ЗА,РІШЕННЯ ПРИЙНЯТО
117,"Про внесення змін до договору оренди землі укладеного між Кам’янець-Подільською міською радою та ПрАТ ""Кам'янець-Подільськавтоагрегат"" за адресою вулиця Північна, 85", ЗА, ЗА,ВІДСУТНІЙ, ЗА, ЗА, ЗА, ЗА,ВІДСУТНІЙ, ЗА, ЗА,ВІДСУТНІЙ, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, НЕ ГОЛОСУВАВ, ЗА,РІШЕННЯ ПРИЙНЯТО
118,"Про внесення змін до договору оренди землі укладеного між Кам’янець-Подільською міською радою та Шидловським В.І. за адресою вулиця Князів Коріатовичів, 45", ЗА, ЗА,ВІДСУТНІЙ, ЗА, ЗА, ЗА, ЗА,ВІДСУТНІЙ, ЗА, ЗА,ВІДСУТНІЙ, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, НЕ ГОЛОСУВАВ, ЗА,РІШЕННЯ ПРИЙНЯТО
119,Про внесення змін до рішення сесії Кам'янець-Подільської міської ради від 10.10.2017 № 31/42 “Про надання дозволу на розроблення проекту землеустрою щодо відведення земельної ділянки за адресою проспект Грушевського Возовику М.М.”, ЗА, ЗА,ВІДСУТНІЙ, ЗА, ЗА, ЗА, НЕ ГОЛОСУВАВ,ВІДСУТНІЙ, ЗА, ЗА,ВІДСУТНІЙ, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, НЕ ГОЛОСУВАВ, ЗА,РІШЕННЯ ПРИЙНЯТО
120,"Про внесення змін до рішень сесій Кам'янець-Подільської міської ради від 27.04.2016 № 13/11 “Про надання дозволу на розроблення проекту землеустрою щодо відведення земельної ділянки за адресою на південь від будинку № 6 по вул. Пушкінський узвіз Департаменту житлово-комунального господарства Кам'янець-Подільської міської ради”, від 29.03.2016 № 36/10 “Про надання дозволу на розроблення проекту землеустрою щодо відведення земельної ділянки за адресою Північно-західна сторона перехрестя вулиць Івана Франка та Шевченка Департаменту житлово-комунального господарства Кам’янець-Подільської міської ради”, від 30.05.2017 № 79/35 “Про продовження терміну дії дозволу на розроблення проекту землеустрою щодо відведення земельної ділянки за адресою Північно-західна сторона перехрестя вулиць Івана Франка та Шевченка Департаменту житлово-комунального господарства Кам’янець-Подільської міської ради”", ЗА, ЗА,ВІДСУТНІЙ, ЗА, ЗА, ЗА, ЗА,ВІДСУТНІЙ, ЗА, ЗА,ВІДСУТНІЙ, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, НЕ ГОЛОСУВАВ, ЗА, ЗА, ЗА, ЗА, НЕ ГОЛОСУВАВ, ЗА,РІШЕННЯ ПРИЙНЯТО
121,"Про продовження терміну дії дозволу на розроблення проекту землеустрою щодо відведення земельної ділянки за адресою проспект Грушевського, 31 Кориткіній Л.А.", ЗА, ПРОТИ,ВІДСУТНІЙ, ЗА, ЗА, ЗА, НЕ ГОЛОСУВАВ,ВІДСУТНІЙ, ЗА, ЗА,ВІДСУТНІЙ, ЗА, ЗА, ЗА, ЗА, ПРОТИ, ПРОТИ, ЗА, УТРИМАВСЯ, ЗА, ЗА, ЗА, ПРОТИ, ЗА, ЗА, ЗА, ЗА, ЗА, УТРИМАВСЯ, УТРИМАВСЯ, ЗА, ЗА, ЗА, НЕ ГОЛОСУВАВ, ПРОТИ,РІШЕННЯ ПРИЙНЯТО
122,"Про продовження терміну дії дозволу на розроблення проекту землеустрою щодо відведення земельної ділянки за адресою вулиця Голосківське шосе, 8 ПАТ „Хмельницькобленерго”
Про продовження терміну дії дозволу на розроблення проекту землеустрою щодо відведення земельної ділянки за адресою вулиця Маршала Харченка, 42 ПАТ „Хмельницькобленерго”Про продовження терміну дії дозволу на розроблення проекту землеустрою щодо відведення земельної ділянки за адресою вулиця Голосківське шосе, 8 ПАТ „Хмельницькобленерго”
Про продовження терміну дії дозволу на розроблення проекту землеустрою щодо відведення земельної ділянки за адресою вулиця Маршала Харченка, 42 ПАТ „Хмельницькобленерго”", УТРИМАВСЯ, УТРИМАВСЯ,ВІДСУТНІЙ, УТРИМАВСЯ, НЕ ГОЛОСУВАВ, НЕ ГОЛОСУВАВ, НЕ ГОЛОСУВАВ,ВІДСУТНІЙ, УТРИМАВСЯ, НЕ ГОЛОСУВАВ,ВІДСУТНІЙ, НЕ ГОЛОСУВАВ, УТРИМАВСЯ, УТРИМАВСЯ, УТРИМАВСЯ, УТРИМАВСЯ, УТРИМАВСЯ, УТРИМАВСЯ, УТРИМАВСЯ, УТРИМАВСЯ, УТРИМАВСЯ, УТРИМАВСЯ, УТРИМАВСЯ, УТРИМАВСЯ, УТРИМАВСЯ, УТРИМАВСЯ, НЕ ГОЛОСУВАВ, НЕ ГОЛОСУВАВ, УТРИМАВСЯ, УТРИМАВСЯ, УТРИМАВСЯ, УТРИМАВСЯ, УТРИМАВСЯ, НЕ ГОЛОСУВАВ, УТРИМАВСЯ,РІШЕННЯ НЕ ПРИЙНЯТО
123,"Про припинення права користування земельною ділянкою ТзОВ ""Кульбіт"" за адресою вулиця Першотравнева, 7 та передачу її в оренду ТзОВ ""Лайк Інвест
Про припинення права користування земельною ділянкою ТзОВ ""Кульбіт"" за адресою вулиця Жванецьке шосе, 36 та передачу її в оренду ТзОВ ""Лайк Інвест
Про припинення права користування земельною ділянкою ТзОВ ""Альтаир Плюс"" за адресою вулиця Хмельницьке шосе, 34""а"" та передачу її в оренду ТзОВ ""Жасмі-Трейд Про припинення права користування земельною ділянкою ТзОВ ""Кульбіт"" за адресою вулиця Першотравнева, 7 та передачу її в оренду ТзОВ ""Лайк Інвест
Про припинення права користування земельною ділянкою ТзОВ ""Кульбіт"" за адресою вулиця Жванецьке шосе, 36 та передачу її в оренду ТзОВ ""Лайк Інвест
Про припинення права користування земельною ділянкою ТзОВ ""Альтаир Плюс"" за адресою вулиця Хмельницьке шосе, 34""а"" та передачу її в оренду ТзОВ ""Жасмі-Трейд ", ЗА, ЗА,ВІДСУТНІЙ, ЗА, ЗА, ЗА, ЗА,ВІДСУТНІЙ, ЗА, ЗА,ВІДСУТНІЙ, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, НЕ ГОЛОСУВАВ, ЗА,РІШЕННЯ ПРИЙНЯТО
124,"Про припинення права користування земельною ділянкою ТзОВ ""Інвестбуд-Кам'янець"" за адресою проспект Грушевського, 27/29 та передачу її в оренду ТзОВ ""Перлина-Поділля", УТРИМАВСЯ, УТРИМАВСЯ,ВІДСУТНІЙ, УТРИМАВСЯ, НЕ ГОЛОСУВАВ, НЕ ГОЛОСУВАВ, НЕ ГОЛОСУВАВ,ВІДСУТНІЙ, УТРИМАВСЯ, ПРОТИ,ВІДСУТНІЙ, НЕ ГОЛОСУВАВ, УТРИМАВСЯ, УТРИМАВСЯ, НЕ ГОЛОСУВАВ, УТРИМАВСЯ, УТРИМАВСЯ, УТРИМАВСЯ, УТРИМАВСЯ, НЕ ГОЛОСУВАВ, УТРИМАВСЯ, УТРИМАВСЯ, УТРИМАВСЯ, УТРИМАВСЯ, УТРИМАВСЯ, ЗА, НЕ ГОЛОСУВАВ, НЕ ГОЛОСУВАВ, НЕ ГОЛОСУВАВ, УТРИМАВСЯ, УТРИМАВСЯ, НЕ ГОЛОСУВАВ, УТРИМАВСЯ, НЕ ГОЛОСУВАВ, УТРИМАВСЯ,РІШЕННЯ НЕ ПРИЙНЯТО
125,"Про припинення права користування земельною ділянкою Годованої Н.В. за адресою вулиця Руслана Коношенка, 19б та передачу її в оренду Твердохліб Н.В.", ЗА, УТРИМАВСЯ,ВІДСУТНІЙ, НЕ ГОЛОСУВАВ, ЗА, ЗА, ЗА,ВІДСУТНІЙ, ЗА, ЗА,ВІДСУТНІЙ, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, УТРИМАВСЯ, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, НЕ ГОЛОСУВАВ, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, НЕ ГОЛОСУВАВ, ЗА,РІШЕННЯ ПРИЙНЯТО
126,"Про припинення договору оренди землі за адресою вулиця Гагаріна, 57", ЗА, УТРИМАВСЯ,ВІДСУТНІЙ, ЗА, НЕ ГОЛОСУВАВ, ЗА, НЕ ГОЛОСУВАВ,ВІДСУТНІЙ, ЗА, ЗА,ВІДСУТНІЙ, ЗА, ЗА, ЗА, НЕ ГОЛОСУВАВ, УТРИМАВСЯ, УТРИМАВСЯ, ЗА, УТРИМАВСЯ, ЗА, ЗА, ЗА, УТРИМАВСЯ, ЗА, УТРИМАВСЯ, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, НЕ ГОЛОСУВАВ, ЗА, НЕ ГОЛОСУВАВ, УТРИМАВСЯ,РІШЕННЯ ПРИЙНЯТО
127,"Про припинення договору оренди землі укладеного між Кам’янець-Подільською міською радою та Дацишиним І.В. за адресою вулиця Лесі Українки, 41", ЗА, ЗА,ВІДСУТНІЙ, ЗА, ЗА, ЗА, НЕ ГОЛОСУВАВ,ВІДСУТНІЙ, ЗА, ЗА,ВІДСУТНІЙ, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА,РІШЕННЯ ПРИЙНЯТО
128,"Про припинення договору оренди землі укладеного між Кам’янець-Подільською міською радою та БВ ТзОВ ""Рокор"" за адресою вулиця Заводська, 4", ЗА, ЗА,ВІДСУТНІЙ, ЗА, ЗА, ЗА, ЗА,ВІДСУТНІЙ, ЗА, ЗА,ВІДСУТНІЙ, ЗА, ЗА,ВІДСУТНІЙ, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА,РІШЕННЯ ПРИЙНЯТО
129,"Про визнання таким, що втратив чинність договору оренди землі за адресою проспект Грушевського, 34”а”
Про визнання таким, що втратив чинність договору оренди землі за адресою вулиця 30 років Перемоги, 10", ЗА, ЗА,ВІДСУТНІЙ, ЗА, ЗА, ЗА, ЗА,ВІДСУТНІЙ, ЗА, ЗА,ВІДСУТНІЙ, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, НЕ ГОЛОСУВАВ, ЗА,РІШЕННЯ ПРИЙНЯТО
130,"Про визнання таким, що втратив чинність договору оренди землі, укладеного між ПП ""Бенефіт"" та Кам'янець-Подільською міською радою за адресою вулиця Привокзальна, 6", УТРИМАВСЯ, УТРИМАВСЯ,ВІДСУТНІЙ, ПРОТИ, НЕ ГОЛОСУВАВ, НЕ ГОЛОСУВАВ, НЕ ГОЛОСУВАВ,ВІДСУТНІЙ, УТРИМАВСЯ, УТРИМАВСЯ,ВІДСУТНІЙ, НЕ ГОЛОСУВАВ, УТРИМАВСЯ, УТРИМАВСЯ, УТРИМАВСЯ, УТРИМАВСЯ, УТРИМАВСЯ, НЕ ГОЛОСУВАВ, УТРИМАВСЯ, УТРИМАВСЯ, УТРИМАВСЯ, УТРИМАВСЯ, УТРИМАВСЯ, УТРИМАВСЯ, УТРИМАВСЯ, УТРИМАВСЯ, НЕ ГОЛОСУВАВ, НЕ ГОЛОСУВАВ, УТРИМАВСЯ, УТРИМАВСЯ, УТРИМАВСЯ, УТРИМАВСЯ, УТРИМАВСЯ, НЕ ГОЛОСУВАВ, УТРИМАВСЯ,РІШЕННЯ НЕ ПРИЙНЯТО
131,"Про припинення права користування земельною ділянкою ТзОВ ""Поділля-Трансбуд"" за адресою вулиця Праці, 2/1
Про припинення права користування земельною ділянкою ТзОВ ""Поділля-Трансбуд"" за адресою вулиця Праці, 11", УТРИМАВСЯ, УТРИМАВСЯ,ВІДСУТНІЙ, УТРИМАВСЯ, НЕ ГОЛОСУВАВ, НЕ ГОЛОСУВАВ, НЕ ГОЛОСУВАВ,ВІДСУТНІЙ, УТРИМАВСЯ, УТРИМАВСЯ,ВІДСУТНІЙ, НЕ ГОЛОСУВАВ, УТРИМАВСЯ, НЕ ГОЛОСУВАВ, НЕ ГОЛОСУВАВ, УТРИМАВСЯ, УТРИМАВСЯ, НЕ ГОЛОСУВАВ, УТРИМАВСЯ, УТРИМАВСЯ, УТРИМАВСЯ, УТРИМАВСЯ, УТРИМАВСЯ, УТРИМАВСЯ, НЕ ГОЛОСУВАВ, УТРИМАВСЯ, НЕ ГОЛОСУВАВ, ЗА, УТРИМАВСЯ, УТРИМАВСЯ, УТРИМАВСЯ, НЕ ГОЛОСУВАВ, УТРИМАВСЯ, НЕ ГОЛОСУВАВ, УТРИМАВСЯ,РІШЕННЯ НЕ ПРИЙНЯТО
132,"Про надання дозволу на розроблення проекту землеустрою щодо відведення земельної ділянки за адресою вулиця Пушкінська, 31""в"" Співаку В.В.", ЗА,ВІДСУТНІЙ,ВІДСУТНІЙ, ЗА, НЕ ГОЛОСУВАВ, ЗА, НЕ ГОЛОСУВАВ,ВІДСУТНІЙ, ЗА, ЗА,ВІДСУТНІЙ, ЗА, ЗА, ЗА, НЕ ГОЛОСУВАВ, НЕ ГОЛОСУВАВ,В, ЗА,ВІДСУТНІЙ, ЗА, ЗА, ЗА,ВІДСУТНІЙ, ЗА, ЗА, ЗА, ЗА, ЗА, УТРИМАВСЯ, УТРИМАВСЯ, ЗА,ВІДСУТНІЙ, ЗА, ЗА,ВІДСУТНІЙ,РІШЕННЯ ПРИЙНЯТО
133,Про надання дозволу на розроблення проекту землеустрою щодо відведення земельної ділянки за адресою проспект Грушевського Полюляку М.М., ЗА, ЗА,ВІДСУТНІЙ, ЗА, ЗА, ЗА, ЗА,ВІДСУТНІЙ, ЗА, ЗА,ВІДСУТНІЙ, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, ЗА, УТРИМАВСЯ, ЗА, ЗА,ВІДСУТНІЙ, ЗА, ЗА, ЗА,РІШЕННЯ ПРИЙНЯТО
